model,Galaxy S24,Galaxy A54,Xperia 1 V,GT Neo 5,Nord 3,10 Pro,12,iPhone 14,ROG Phone 7,Nord 3,Nova 11 Ultra,Pixel 7 Pro,Edge 40,Galaxy A54,Edge 40 Pro,Edge 40 Pro,iPhone 14,Nova 11 Ultra,Zenfone 10,iPhone 15,Edge 40,ROG Phone 7,Edge 40,11,Zenfone 10,GT 3,P60 Pro,GT Neo 5,11 Pro+,13 Pro,Edge 40,Edge 40 Pro,Edge 40,P60 Pro,Galaxy A54,iPhone 15 Pro,Pixel 8 Pro,13,Xperia 10 V,Pixel 8 Pro,11 Pro+,Xperia 1 V,Moto G Power,Galaxy Z Fold5,Mate 50 Pro,ROG Phone 6,Zenfone 10,Edge 40 Pro,Moto G Power,Mate 50 Pro,Nord 3,Xperia 10 V,Xperia 5 IV,Galaxy A54,Pixel 8,P60 Pro,Xperia 1 V,Xperia 5 IV,Mate 50 Pro,GT Neo 5,Galaxy S23,Galaxy S23,Xperia 1 V,Xperia 5 IV,iPhone 15 Pro,Moto G Power,Pixel 8 Pro,Nova 11 Ultra,Xperia 10 V,Xperia 5 IV,Edge 40 Pro,Pixel 7 Pro,Pixel 8 Pro,GT 3,Edge 40 Pro,Pixel 8 Pro,11 Pro+,Zenfone 10,Pixel 8,Moto G Power,Edge 40,12,Nova 11 Ultra,P60 Pro,12,Galaxy Z Fold5,ROG Phone 7,Nord 3,Moto G Power,Pixel 7 Pro,Nova 11 Ultra,Pixel 7,Redmi Note 12,iPhone 14,iPhone 15,12 Pro,Zenfone 10,iPhone 15,Edge 40 Pro,Moto G Power
P60 Pro,0.48590338737333233,0.842228315183012,0.8797798226527512,0.7366264146325122,0.5168084857767908,0.7704382827067702,0.4229486869460099,0.49513473200210467,0.830233242571444,0.569267863580759,0.5404455656480058,0.4041565271532427,0.5691702525715239,0.6888102215546231,0.6127921426115984,0.46928558204831966,0.6314280447358633,0.9676989517640773,0.404311836349716,0.7117001645773487,0.6577859527123624,0.9325563479074195,0.4663464107494831,0.4636385943621,0.6667272781208663,0.44335301695586654,0.9999999999999999,0.5649806100967514,0.7532587950010714,0.3025313818365571,0.7608797149694901,0.8374549461092311,0.6393135039514171,0.9325793921348005,0.8972526490178535,0.727665413603516,0.8404509514885354,0.5617452721678028,0.42313157219424197,0.5519300425716522,0.8525465083117763,0.6189520940967402,0.6524394476667144,0.8277895393235148,0.939672239295543,0.9418281932217876,0.542182281569673,0.5774739024250757,0.613978846563989,0.6477517753357491,0.7270198930371423,0.8295040834938708,0.7103151715659427,0.5817511803258936,0.6557743062850584,0.7249661696120654,0.5031566749588664,0.7210381632916745,0.7813606611161745,0.6171024408582032,0.47116663486813,0.8132689007536116,0.824815497423172,0.6141683840737737,0.5945933622124642,0.7956277946267354,0.6825879270569717,0.7574788516380957,0.6761743906441072,0.5649921542614921,0.6910967835978558,0.5560311400743472,0.5575951429964319,0.5415164722124177,0.5167991276528963,0.45961168337143193,0.520075370950973,0.7881928550120604,0.6719133949916256,0.6105763718076719,0.7586613424275813,0.6002108824547719,0.8446354384587748,0.8056870326553607,0.48462227830586607,0.625012817932211,0.7283418274758418,0.5054211024732068,0.4832536432477538,0.5022678079918774,0.7448370604901867,0.6510794748336111,0.827037499531833,0.542027989093574,0.5960680575686857,0.8053203812634118,0.4834522591323399,0.5322629532708056,0.6752338929851771,0.5647930857277618
GT Neo 5,0.45045061384365304,0.6503159114119179,0.5162706305017981,0.6861127399627364,0.6592493603272959,0.6556303721649759,0.8351180480948346,0.6559665405995012,0.7741444113433542,0.8451006518194968,0.5177704468405572,0.7864476718359367,0.6540944005836279,0.4796339696107081,0.677239378326717,0.8027089773002885,0.6243518514610298,0.6222526957830453,0.8806562260632821,0.5599264774848817,0.8450824613893502,0.5326476397029617,0.8439361286417704,0.623309119337092,0.6209568160059283,0.9515764616243689,0.5649806100967514,1.0,0.6595607699717638,0.8024008702488014,0.9010092932313207,0.719184050729353,0.7651173212358297,0.6466617535519206,0.8085627947637284,0.6080966986728934,0.5504576719211778,0.634865415673273,0.9400449428498223,0.9161471982188828,0.7172752804673757,0.9140072764469622,0.60816893021139,0.8004630769284322,0.6042896368243943,0.6241636105031155,0.6129972917516462,0.8469343376088446,0.8018688906698381,0.6621655622703347,0.8940165308667825,0.6370442374445761,0.6765406226291601,0.7550941392762762,0.7347825379705069,0.6541574160279571,0.8418308241009103,0.8018789947821992,0.763498892314961,0.7820529760673743,0.8583236602148596,0.7956210819992201,0.8213234822845092,0.6555114018801519,0.8227175269950223,0.6386575822929266,0.5909152818701116,0.8494336814526968,0.7850332406034757,0.6243982596231712,0.8244135927237431,0.8641267658262155,0.8481451370365489,0.7787090801254741,0.7950921403536912,0.755348373678881,0.7333601845530915,0.7879065132038253,0.8659762901990196,0.8860385839201594,0.8624631788722723,0.6816778549364897,0.6160761095362705,0.8209816976047083,0.5573534406324441,0.6397355633815784,0.6305931439476041,0.5520402187529125,0.7433612649312875,0.8013599379727353,0.7210114825317905,0.8446288565000117,0.612646197785964,0.837029691209892,0.715168340512389,0.7530477105013599,0.5997866857171226,0.8123822111470993,0.6444458644873414,0.6165205539575167
11 Pro+,0.798792004199426,0.6599879367094983,0.6835322527625894,0.4673302599064546,0.44801602716718997,0.8288048539887329,0.6436207035314842,0.6532547832532247,0.7369976475529777,0.5744266815554208,0.52007100371737,0.6957371168067978,0.9021089741901096,0.7745056697117326,0.8808828000647156,0.6241604683133051,0.6750774725526052,0.8626201729419064,0.513955683398933,0.927134229551079,0.7826811394687163,0.5614169416096665,0.6015341176531511,0.5442268151037162,0.6388107761207429,0.6749193812208684,0.7532587950010714,0.6595607699717638,0.9999999999999999,0.47716940441542655,0.7419654438679444,0.8951489046708172,0.9331798611653459,0.7366786742531122,0.814265232707138,0.9480077943466749,0.804076182229665,0.7692927062702593,0.5367312272513537,0.6293021678953721,0.5657742051525246,0.6584067574463051,0.6714401786727431,0.552246165853389,0.713194532772869,0.8189752085129373,0.6725325289793079,0.6672330843214388,0.913816101443129,0.8349821482447279,0.6808172249080475,0.7794282337188045,0.900534821608203,0.7896059877086546,0.9021864461106363,0.8861361570427121,0.7577095946781688,0.7862919467766964,0.621744995117104,0.9079191917278034,0.5753577767568154,0.8869957338706206,0.6662636322573169,0.8399031766022386,0.821605096094998,0.7781144391003221,0.6757313403392045,0.6983262320436918,0.8206843749135738,0.6091231204092104,0.8036543692785793,0.8060195380916415,0.7569621265364407,0.6837415121620382,0.6249755632701683,0.5750616870884337,0.6638993074221953,0.6627695493175053,0.7249707487714112,0.704882924325819,0.8059822920996006,0.7691741389144563,0.7802592945447452,0.7769630118818703,0.646098215725492,0.7381954219230258,0.6875390698728807,0.7352182758368325,0.5894200660051818,0.6338382636139636,0.5898453959405485,0.6233274528783327,0.7395928642333709,0.595245233231884,0.7748488997531701,0.7383041246085572,0.5364446148931232,0.6048302318158675,0.6398583288530434,0.6657491481471
13 Pro,0.5160601743309705,0.3833974292577511,0.26383676023518904,0.468773684283504,0.7774451979204459,0.5517563620369849,0.8105349573431679,0.7947818265901,0.5397823278305923,0.6208647436574606,0.5630564597831916,0.7736604064414447,0.45747654639438107,0.6240814455271191,0.46117728943570424,0.936776723504563,0.7796094338494215,0.35877061795242754,0.6715630964730556,0.5295491860929433,0.6510825205152102,0.2829406558202099,0.9462843227904115,0.8430196628214824,0.5583212125034714,0.9191910134183463,0.3025313818365571,0.8024008702488014,0.47716940441542655,0.9999999999999999,0.6708369522966023,0.5206979935053286,0.5403435889755119,0.5281955291984834,0.5614852653005868,0.5691100781110779,0.5230549546276434,0.6846442708352066,0.7847989693168068,0.8242426860171436,0.45212695713582063,0.6743714204740184,0.7621021880111633,0.5878408532986966,0.34979028899947445,0.4054468656234777,0.7985215189150706,0.7038534914455591,0.7264941008771829,0.46603693198529705,0.6946696508938375,0.41270482818900195,0.4676483752011278,0.8609408667244027,0.5165658262057194,0.5824812925907364,0.7972875705392302,0.83981355928164,0.531805429521287,0.7055499479884361,0.9439258241521383,0.6740964731700254,0.6755762062902754,0.5226728044100433,0.7439546911078139,0.472171900247164,0.6834282848583839,0.8268519603125098,0.614218909377353,0.5124957807985034,0.8261714228978124,0.766838901845131,0.6863278777585444,0.5755542682524211,0.8684516291113699,0.8583711670029002,0.5457021378999354,0.5842747685562931,0.8526036680451432,0.6593337111288814,0.7173538733509077,0.7471213360076828,0.5001797588282856,0.6672498967005915,0.5456805547942803,0.4996049780260681,0.46143918036485654,0.6496566159882822,0.6729112638627133,0.7171386511872241,0.5375518141184422,0.6563224918455488,0.3998620635101718,0.6659593938632543,0.5549658267673274,0.607747903436855,0.5665721229402206,0.7186105960293907,0.5493680771270051,0.5604880715998426
Edge 40,0.6117219208408837,0.8771304692077806,0.7904980661600052,0.864196981707659,0.7728909060820839,0.8500919591190423,0.8529930382034245,0.7658572806834448,0.905292209566767,0.7398155779352233,0.7224859493410705,0.657165858115774,0.6812597333377762,0.5938205393108291,0.8300117005150417,0.7992089715243539,0.6340716245300088,0.7838315921617877,0.8792108420500055,0.7245548267846704,0.9616684436646448,0.7381080788862442,0.8301087261884752,0.6746812539655139,0.559462614990073,0.8170577886615028,0.7608797149694901,0.9010092932313207,0.7419654438679444,0.6708369522966023,1.0,0.775696044894772,0.8279765137112591,0.8384856925767846,0.9548874553614711,0.711490485153298,0.6202038247960584,0.6906522832024722,0.8532161295148643,0.9166020579535803,0.7193141940757437,0.9076084565934853,0.5978737967046712,0.836483227512862,0.8012728433856908,0.8257614361254256,0.6237386365737112,0.7060428239548301,0.7889097825405808,0.7163827352837125,0.81247530823498,0.6398467566939938,0.65880694338776,0.709182648866058,0.8051577441243488,0.7610409790817596,0.6908663106694057,0.8328169213284221,0.720940510770494,0.7461096595052145,0.7569583279941288,0.806826557820007,0.8855550829554348,0.6441930365709341,0.7929959270413194,0.6438020207426215,0.6486581513068185,0.8485046614016049,0.7430222548009537,0.537091549879442,0.7824224370752004,0.7508217386725927,0.7424468945150071,0.7163835529776715,0.7271587338964857,0.6006925125675961,0.631034384772329,0.7413393728280742,0.8466488790586794,0.8555555966234811,0.8670980717727099,0.6673642440264128,0.6428362157086694,0.781500429826315,0.4641279408186581,0.5974979361744943,0.6867599408676069,0.49064122534883803,0.6914190268951048,0.7224648893990988,0.6720283240055205,0.7596664295353908,0.6707587011666956,0.7679138761095851,0.7077486169037832,0.8015512642628378,0.47598682071260545,0.709188995469102,0.66626822482184,0.5526733121908326
Edge 40 Pro,0.6336435171483528,0.7198828642198825,0.7118661845237495,0.5392473127443898,0.4619799372002749,0.8000580912447222,0.5996686261695661,0.5599198544890477,0.8494685525150799,0.783400730977375,0.3533110944887015,0.7855442985952534,0.881422194594668,0.780950472823543,0.7277147633102081,0.646479726399246,0.7851391586558711,0.922765984959546,0.47262287034667205,0.7790467097822775,0.7069559188996306,0.660926410797762,0.6190727624084086,0.4657276781783731,0.707256864759989,0.6843904349358836,0.8374549461092311,0.719184050729353,0.8951489046708172,0.5206979935053286,0.775696044894772,0.9999999999999999,0.8429004824380336,0.7623348788947083,0.8556138503911617,0.8318803022878428,0.86650007730545,0.5951932214381958,0.535120853916109,0.5981267734745055,0.7733090350731383,0.6401248379058598,0.7757004972943746,0.7214337096290752,0.7123064814279061,0.7958974309210876,0.5986239290140375,0.7920799416309459,0.8579123335131335,0.6706782200205933,0.8411875158376193,0.8747291945536734,0.8857817061323491,0.7797174081523879,0.7483117865381852,0.7338910431574045,0.8002927693677391,0.7952807586107522,0.7505302932403416,0.8045891965487434,0.6053926179870927,0.9289396386724225,0.7311428170251157,0.7247296757773473,0.7311432681265176,0.8482010108301562,0.6317870325954391,0.7817116717154666,0.7894967541661886,0.6037126100478931,0.8701303079481317,0.807209605021887,0.7370623957477839,0.585015876558456,0.6176645490858427,0.6351257262028279,0.5946423123312963,0.8114156335192403,0.737271816155405,0.6789874672974772,0.8232295490052296,0.6912005710293213,0.844764258322513,0.8953746597160152,0.5837633926694263,0.6844471667223709,0.6247309940877851,0.6565391416568852,0.512262363540516,0.5707285722232672,0.7042133670509874,0.6924679520891622,0.7476543146982886,0.568239807815097,0.651658221309443,0.7393650272364577,0.5423268586114784,0.6010445946853397,0.6059397953561492,0.634588576662884
Edge 40,0.7607113829489767,0.6574144279029099,0.6237191308458816,0.48756153208935193,0.46348810488217357,0.798291715398449,0.7659470467061543,0.6622802858505183,0.7412215033427378,0.6443754215877641,0.5324876295746833,0.7463244241880403,0.9357107282996155,0.6190909413697174,0.9580918308486137,0.6725458260180046,0.5656117555443662,0.7702161620726615,0.7143756991724295,0.8553132934231715,0.891188000671238,0.4684480409809757,0.6737658776081442,0.5205210527142943,0.5550702618425205,0.7579637234044555,0.6393135039514171,0.7651173212358297,0.9331798611653459,0.5403435889755119,0.8279765137112591,0.8429004824380336,1.0000000000000002,0.6469479550528197,0.8114956392289187,0.8685486403091135,0.640478281133148,0.7513405346397913,0.7079484962100931,0.742996319417148,0.4909711931960301,0.7781526070136252,0.551950549129969,0.542128422664465,0.645111878327084,0.7385187064695361,0.5997639758360582,0.7141973559352395,0.9399789663927132,0.854563045445248,0.7011631952797837,0.686311319036908,0.860437285922038,0.7479701937322732,0.9458346759702124,0.8476624734337099,0.7896709301827043,0.746121148644037,0.6016313695324242,0.8923343164907829,0.6208817773559905,0.8337619817040338,0.6550250942590129,0.8236222710487631,0.8586063335467509,0.6968348742802319,0.573396006910493,0.6731447017896354,0.8263156508344428,0.5812001475924194,0.7740481942177466,0.8498401262516424,0.8182752819823919,0.741207521266536,0.6470193286689783,0.5620832441404532,0.6949788673659498,0.6300703036283476,0.7327658441070461,0.8109930394824351,0.8204474227160631,0.7174323030050085,0.6567996011355952,0.7362690153512644,0.5975430761410149,0.7069298202325469,0.651946690271206,0.6512327324711131,0.6550378271697871,0.6984924709119167,0.5537423962602437,0.661661406596664,0.6622533966197413,0.6841109248523922,0.8031232993675548,0.7043922660882008,0.5047415944060962,0.6547387731244916,0.609746846781281,0.6322313845596715
P60 Pro,0.5962843941075501,0.8458676757396258,0.8600146016848201,0.820168440960447,0.753946901293466,0.831391117777054,0.5936423418644983,0.725886443324545,0.8208539101906568,0.5170438188851922,0.7795108634862711,0.4331335023361415,0.5022719545126505,0.7737700178186676,0.6599220954236759,0.6794152529296081,0.727936645321512,0.885191319076727,0.5423800902846087,0.7907459066403548,0.7714584987744432,0.9162220981381398,0.6857036919808053,0.7359818917066884,0.6819032064297011,0.5882804881239434,0.9325793921348005,0.6466617535519206,0.7366786742531122,0.5281955291984834,0.8384856925767846,0.7623348788947083,0.6469479550528197,0.9999999999999998,0.9199030600183433,0.7855163687149104,0.8358360764237387,0.7341450782343585,0.565334302043823,0.7320718370764003,0.7898921336670326,0.7145674113929529,0.7500637654011612,0.8539890040670086,0.9494455531247493,0.9561453574102472,0.74603316817866,0.581959015994512,0.6776323768826151,0.6958211880593406,0.7206057495667065,0.7386793070097512,0.6447749582826753,0.7179602152970335,0.7003307326725688,0.8258607288192972,0.5514322268291464,0.8651003336426927,0.7564802431594297,0.6938139354339365,0.6688787128178838,0.8284858408306621,0.9168122055868396,0.6472584212390743,0.7076921918347349,0.7504483649413589,0.8397780272547989,0.8755653153353078,0.7023561699195688,0.5943422484717789,0.7723056084700575,0.6080056610314178,0.60317380773656,0.6187984028119202,0.7028742924551328,0.5951162845943058,0.56624176468509,0.7646971807096776,0.8210428654623206,0.6870285644932231,0.8286522391638892,0.7425495426668296,0.8203247851194014,0.7976492318316049,0.5449914623047156,0.6444792031950918,0.7854551973980823,0.6033160610995949,0.6305260550703119,0.6352167278013696,0.7425648627424879,0.6942206880954207,0.8042451631706738,0.6465786752479469,0.666674205711736,0.8722934838452725,0.5441512303583876,0.639781971833007,0.7648886143738075,0.6213403779052149
Galaxy A54,0.6570085413527641,0.9360016860003216,0.8884171727539727,0.8593116567618403,0.7225361790074186,0.8984188656102285,0.7472294482028196,0.7243005780814749,0.9436591054918154,0.7138041618639569,0.6857452855678162,0.6174002299755132,0.6993907414596257,0.7076236476238619,0.8057890521306957,0.7199154779960708,0.6916551790150776,0.9082931031408515,0.730786098615461,0.7900195804013751,0.8936355905815067,0.8448071523769453,0.7323542005117833,0.6310423929020088,0.6150696484906714,0.7140746466931344,0.8972526490178535,0.8085627947637284,0.814265232707138,0.5614852653005868,0.9548874553614711,0.8556138503911617,0.8114956392289187,0.9199030600183433,0.9999999999999998,0.7803482460966862,0.7520679804923813,0.6780780601440768,0.7108149429673599,0.8123949036503062,0.7933701653107383,0.8244332865154683,0.6544421807202302,0.8670706177777473,0.8867150587223186,0.9205233017146662,0.6275374183954828,0.66965023455573,0.7710931256463744,0.7182694548890175,0.8106420056544614,0.7448642971145842,0.7228069876074562,0.7170645465168175,0.7977243920316902,0.7915247770438273,0.6563531041766998,0.8406722920467078,0.7527397539216413,0.7440357026152566,0.6815292640750359,0.8682384136561474,0.894203006107593,0.6641805235605224,0.754696210034186,0.7240428999304269,0.6915390419369183,0.8490828664013685,0.7480451104319584,0.5506763038602609,0.7896657009860788,0.7145303876839616,0.6975652543187777,0.6625032275673398,0.6641418153293378,0.5640792627760736,0.5961357044858195,0.7815606054706806,0.8160155479930441,0.780845957227686,0.8575915612621505,0.6754945330948599,0.7500224537835278,0.8248593389367543,0.48042029373450823,0.6325087338161169,0.7188117466772792,0.5234793799086411,0.6147046837388103,0.6511293789720292,0.705769277568514,0.7306794716708975,0.7533401178924598,0.6911241884229954,0.689285213636892,0.8304054016652939,0.47605176599263066,0.6507377895774538,0.6767114894039403,0.562731687771456
iPhone 15 Pro,0.8164352343309424,0.5983601837821749,0.6360123620123233,0.44008787445402775,0.5417851842447747,0.808120154833063,0.6378156947388873,0.7522888669582056,0.6634119633976909,0.47351008013156726,0.6333606858309037,0.6427861432983462,0.7970585240261524,0.8473042720653146,0.8277999392997761,0.6944981661385323,0.7543375544842711,0.8078883259721558,0.47657853294558583,0.9765743712674146,0.7648687216754249,0.571491785269033,0.6725601046418144,0.7042939876482588,0.7005069989066623,0.6722538901792221,0.727665413603516,0.6080966986728934,0.9480077943466749,0.5691100781110779,0.711490485153298,0.8318803022878428,0.8685486403091135,0.7855163687149104,0.7803482460966862,1.0,0.8539248282936687,0.8763710588380723,0.5351381200480732,0.6662022200554794,0.5268583299106566,0.6505837187097607,0.7731518299248427,0.5601568386450856,0.7317372417733059,0.8332410001289086,0.8247825936111857,0.6572934758697597,0.9158979039914517,0.8513094091510341,0.6532788971423524,0.758819306653167,0.8616084509415151,0.8697179311865894,0.883689193778109,0.9460495924319005,0.7591216955215494,0.8646028660249544,0.6239446446510232,0.9227120200043404,0.6702313792184179,0.8944276957706176,0.7140177242708021,0.8688686267875255,0.8767339109069656,0.793445813898359,0.818760692425238,0.7643629969305732,0.8328383775635149,0.6695132335440089,0.8484453592599095,0.8048564055238798,0.7577330975545965,0.7005143735323015,0.737933433117335,0.674001792546369,0.6809243554630326,0.6624012807180235,0.8001496574331703,0.7055504197390376,0.8348119229105836,0.8787350925207087,0.8174610504315516,0.7766308998335708,0.7329783410972086,0.7810824751243313,0.7524703579548014,0.8423200949357382,0.6750686790145761,0.7009813909404916,0.6210508927533822,0.6434941730813232,0.7666897002551737,0.6419201217612442,0.8207759655209365,0.7939988461823385,0.6241952268182852,0.6754009893499797,0.7319856828582121,0.744442117598237
Pixel 8 Pro,0.555566519279667,0.571022758436945,0.6230274902814006,0.4538988606518626,0.48811066401729863,0.6822236195154698,0.4140974221856419,0.5590351375637688,0.6627243784581959,0.5470694560618059,0.4470004922441941,0.5918013099081876,0.6216762125924848,0.8603902108753791,0.5303431317735017,0.5996138577938003,0.8282549576499941,0.850715824036098,0.2602577781353899,0.7783598621125104,0.5489178618173829,0.7281595971444953,0.5724886600203077,0.6231662301254276,0.8419443979062651,0.5709190435045678,0.8404509514885354,0.5504576719211778,0.804076182229665,0.5230549546276434,0.6202038247960584,0.86650007730545,0.640478281133148,0.8358360764237387,0.7520679804923813,0.8539248282936687,1.0000000000000002,0.7116210917358714,0.40287662647737943,0.5468420541162657,0.7749831733168985,0.5435795988328657,0.9049629185388964,0.7283581419975237,0.7739281288896472,0.8334194091952984,0.7895573206124169,0.724304586002505,0.7667289742587712,0.6717184687852481,0.7620373959626624,0.893218984391303,0.8242547737035208,0.8303323318759838,0.6725755103743394,0.7926847912102719,0.7246346723074266,0.8495097150026228,0.7788676139268405,0.7887773853745711,0.6528600839497704,0.9149094770736753,0.7802226822555176,0.7602737696566848,0.7272886275803446,0.9058938636979597,0.8661202631019821,0.8330686525903523,0.7875068094105987,0.7302045052134921,0.8753404767777397,0.7415694448153075,0.6969422054230128,0.5985586006308652,0.7177986108428636,0.7522069090091613,0.6320604695145959,0.8261577275423079,0.7952879463406178,0.6070869091962042,0.819594155087432,0.8285841990919867,0.95076639974701,0.8839925517281446,0.7405193439167864,0.7728795724106062,0.7555333428083882,0.8186577835566482,0.5963845221018076,0.6336755505870167,0.7880015770945803,0.7154658646295922,0.8462948382823153,0.5789612782077223,0.6845754410442282,0.8295069391217496,0.7063432515994552,0.6595254218845981,0.7634687599335662,0.7696271896054275
13,0.6626862467353118,0.45101458271046674,0.4604431186834032,0.42629611412807705,0.6026160399330973,0.6359963567078365,0.6367297445156511,0.75235720872461,0.47891084150248486,0.3347469976444889,0.7682118340779659,0.4837492322715148,0.5542000651343918,0.6729870189908856,0.7363105872307203,0.7119005489083902,0.6008922940784973,0.5898055861433973,0.5856223893354681,0.8415997709493129,0.7735154621349006,0.5165864965809233,0.7325249056598073,0.8368624776758774,0.7140345226847983,0.7138979741905104,0.5617452721678028,0.634865415673273,0.7692927062702593,0.6846442708352066,0.6906522832024722,0.5951932214381958,0.7513405346397913,0.7341450782343585,0.6780780601440768,0.8763710588380723,0.7116210917358714,0.9999999999999999,0.6800781822340569,0.7902176592379093,0.4489068168243952,0.7556328875027024,0.7053538084495599,0.5693986658160879,0.7086602350648168,0.7589452875721199,0.9100522947038231,0.6519404930658848,0.8483731780357403,0.8917017270049089,0.6075765344270538,0.6332679954676252,0.7289351244633323,0.8493248083385538,0.8633119535672568,0.9514942500026643,0.721932832202031,0.8593175465043171,0.6346694197827136,0.9006578300411079,0.7956674220100025,0.7944456282638795,0.7645655323333281,0.8822785976146613,0.922140968290045,0.7214481008277588,0.8965666993578142,0.7850605190320492,0.8438922616437513,0.7664055554674474,0.7981958794081255,0.7891898779043273,0.8020777466529333,0.839569518140045,0.8778657167982868,0.7620900697152853,0.8006729897634199,0.6349492551806257,0.8698823171172781,0.8064413695820812,0.8569392431771953,0.941494706455496,0.7359782339029538,0.7024476328916811,0.8222026064309579,0.8302414160016345,0.8500240828984376,0.8734571056055032,0.875998908573619,0.8693252564361325,0.6647849696078533,0.7300895713403623,0.7711601101683593,0.8009190491760401,0.8999482579082377,0.8592766293081525,0.752584393597753,0.8174421601098183,0.8598716496763747,0.8331563786587443
Xperia 10 V,0.38001291995249853,0.5384475111765934,0.41826634498503684,0.6177436687925019,0.6381987994298285,0.5396801674421636,0.8139635806664757,0.6374301513421632,0.6214541643263053,0.6929673418165901,0.591841035084014,0.643931944046924,0.5185008056154813,0.3279381616628312,0.6564472694083038,0.7540512618988402,0.4598167476266247,0.4612719652436797,0.9328771694010569,0.4946011368473673,0.8452610073814208,0.44507419071232757,0.8200897982269144,0.6491381584309277,0.5560762492820672,0.9002841072459955,0.42313157219424197,0.9400449428498223,0.5367312272513537,0.7847989693168068,0.8532161295148643,0.535120853916109,0.7079484962100931,0.565334302043823,0.7108149429673599,0.5351381200480732,0.40287662647737943,0.6800781822340569,0.9999999999999999,0.9485229651617317,0.5634399533328678,0.9588546006729158,0.47943096893628423,0.71934992802462,0.5577733433655742,0.5533951140508807,0.6086200822844868,0.7726777759612123,0.740688288231454,0.6948965999500405,0.7863587833558248,0.5213835080067469,0.5909897276140764,0.6841690101122839,0.7369000453669553,0.6507776423503112,0.7773088893797083,0.7452040741103125,0.6943617040344803,0.7318614015363227,0.8563006790705525,0.6822042494952306,0.7917565964850416,0.6660499135346902,0.8300824939349654,0.5399796930930306,0.577337974122574,0.778879353903811,0.7686540604284667,0.644752920337565,0.7239262989439679,0.8117742278308078,0.8377499689556597,0.8260458484186284,0.8112153054394047,0.7226220441695433,0.7604578984947219,0.6901845581930803,0.8411823725765232,0.9148031391025828,0.8234023024244991,0.6736398589772871,0.5048593760245363,0.7023577606034918,0.5702647765639658,0.6368388913858831,0.6555897867810908,0.5295450129315143,0.8260522925762918,0.8608479663525745,0.668724640229694,0.8295406670234093,0.566465174607257,0.8940530042087758,0.7559304448756884,0.7327109614528472,0.6151556571841358,0.8454510225084683,0.6726521616105238,0.6235067711140215
Pixel 8 Pro,0.5454462667707026,0.6646180969327555,0.5546585450488002,0.7341557183142453,0.7974505760236077,0.6980959522852868,0.8722459351813711,0.8015982156546982,0.7122856410050201,0.6417018904481999,0.7707936961888839,0.6467579961569987,0.5368194472127658,0.5190743149769586,0.7335094312867438,0.8540469557564698,0.596978609974076,0.5707130571171051,0.9165550034204839,0.6562205049182487,0.9166520563504706,0.5740261268431048,0.9042783073124737,0.80588946333565,0.5883571334840088,0.9007149946845169,0.5519300425716522,0.9161471982188828,0.6293021678953721,0.8242426860171436,0.9166020579535803,0.5981267734745055,0.742996319417148,0.7320718370764003,0.8123949036503062,0.6662022200554794,0.5468420541162657,0.7902176592379093,0.9485229651617317,1.0,0.5942010825118094,0.9398180022663144,0.6027238208894266,0.7674930761754736,0.6819756000904542,0.6948804745626478,0.7443973005064033,0.7247679205408947,0.7859322868768217,0.7372379356624058,0.7727538128673535,0.5371592588632186,0.5906855330190818,0.7731439294476646,0.794331109425819,0.769703631069675,0.7440012462087482,0.8545442019086422,0.6914147037810504,0.7823231131830214,0.896725212483455,0.7509028408609978,0.8662537705614783,0.6823682491526688,0.8671045988767635,0.58136513845839,0.7296365754554495,0.8649505952146427,0.7665367001191399,0.6224982831728458,0.7896273565426958,0.8068000093098733,0.8153079495618117,0.8086746700023854,0.8648462101553904,0.7498821229927112,0.7264177105361798,0.697949665818508,0.9198202491566437,0.899254484918915,0.8699092970242556,0.7652499427201361,0.5831502661150285,0.7328055568371743,0.582930887602583,0.6489011064988557,0.7164176109944436,0.5975980289842172,0.8350942857172099,0.8668287431264967,0.67451604466729,0.8150205753980344,0.6234058803907794,0.8724727369505257,0.7755788903374465,0.8054869334270013,0.6045481333461385,0.8319216485742934,0.7312854051621855,0.6413184080303473
